latitude,longitude,api
6088992.91455899,-11385775.55209353,33061014120000
6090588.337124515,-11386702.954771329,33061014190000
6110824.70772544,-11387857.671849327,33061014310000
6186282.651120346,-11395424.502916507,33061014320000
6183008.228701742,-11390407.444785947,33061014340000
6163991.797297857,-11415747.434433691,33061014390000
6085791.838196336,-11386560.688462095,33061014400000
6188377.168477842,-11380010.872262798,33061014460000
6188331.1480506295,-11380011.094901782,33061014470000
6108217.63362311,-11386293.855642663,33061014480000
6134958.187453647,-11385467.197104033,33061014490000
6134978.0498543065,-11384588.218404729,33061014500000
6188387.078018429,-11390969.385575471,33061014510000
6186196.174342909,-11394627.232723448,33061014560000
6188716.114904233,-11390932.204865547,33061014590000
6195554.86372617,-11394938.927297669,33061014660000
6102848.717700423,-11387861.568031505,33061014820000
6096066.730797952,-11386730.895963516,33061014860000
6172143.019645793,-11392863.264072338,33061014890000
6137471.564480145,-11385503.932535993,33061014900000
6156704.397263813,-11409817.222520154,33061014940000
6144649.168954316,-11384757.869308697,33061015060000
6091011.275865518,-11376009.047888273,33061015070000
6176526.052112947,-11392937.95945066,33061015080000
6181066.061958215,-11394907.980479227,33061015090000
6103411.450494731,-11385798.929186596,33061015170000
6164010.3874419015,-11414558.54227202,33061015200000
6088314.588552664,-11386959.546197606,33061015290000
6086901.9961784445,-11386704.847202672,33061015300000
6163746.444685156,-11414097.456941154,33061015310000
6096204.142488284,-11385761.080559727,33061015350000
6161565.712185785,-11414522.697395986,33061015420000
6166573.367699153,-11412186.101284232,33061015450000
6166416.561759246,-11414543.514140762,33061015460000
6089530.334172298,-11386743.80902445,33061015470000
6166672.042999308,-11408557.308523355,33061015560000
6171382.30940422,-11392031.48483713,33061015630000
6081897.543375114,-11385039.17366193,33061015730000
6188661.526486286,-11381053.156655097,33061015740000
6193547.819928367,-11395790.076124273,33061015760000
6193536.896020316,-11395834.603920592,33061015770000
6193192.548011374,-11397018.820663651,33061015780000
6193146.501553941,-11397018.931983141,33061015790000
6183504.07913943,-11396861.080945196,33061015960000
6193211.033885507,-11399323.468081543,33061015980000
6193210.697778345,-11399369.44303124,33061015990000
6193576.054094105,-11398043.961854367,33061016000000
6193529.837502566,-11398043.739215385,33061016010000
6091588.345995656,-11385937.744591616,33061016070000
6092718.685400972,-11386508.479620911,33061016080000
6176464.497327283,-11378905.358399732,33061016160000
6186176.86411444,-11385703.305744004,33061016170000
6173223.01614786,-11392887.42040184,33061016210000
6183843.8389543,-11399233.521932982,33061016220000
6195983.52916135,-11376508.649762953,33061016230000
6100624.089229118,-11368090.447230184,33061016270000
6190866.33704664,-11401809.120991465,33061016440000
6113302.87803922,-11385431.129589014,33061016480000
6084494.816147928,-11386636.830993796,33061016490000
6086128.405564371,-11386987.598709287,33061016500000
6171388.84673081,-11389754.555972444,33061016510000
6163779.939506771,-11411681.712671448,33061016590000
6166209.16687483,-11411821.418632394,33061016600000
6086221.51158535,-11380389.247212006,33061016810000
6188401.52245417,-11392295.089391328,33061016820000
6188631.628977969,-11392292.41772355,33061016830000
6176462.8200913835,-11380034.026716884,33061016880000
6124992.574635146,-11380895.194297662,33061017010000
6163750.6315306695,-11387540.856578529,33061017020000
6085223.952116236,-11385221.18102938,33061017040000
6081666.804784568,-11380068.424439538,33061017050000
6088901.604710621,-11379808.493428538,33061017060000
6171373.257729519,-11393045.048800802,33061017070000
6186215.988361963,-11388129.514045844,33061017100000
6091272.32264773,-11377406.998053655,33061017130000
6085231.917529597,-11381056.718878804,33061017150000
6107973.042649528,-11384446.62001244,33061017180000
6082490.42561738,-11376394.881243361,33061017210000
6084129.275792855,-11382028.64935292,33061017290000
6084675.3520225985,-11376350.019488573,33061017340000
6183833.59895952,-11399253.670760818,33061017760000
6183741.271693374,-11397792.491124664,33061017770000
6091281.123981469,-11382236.260203248,33061017810000
6191045.434726237,-11400644.94175675,33061017920000
6115366.2633781675,-11383331.421353674,33061018170000
6183553.430761702,-11395973.753284082,33061018220000
6183553.262898557,-11395996.685099186,33061018230000
6085903.19605968,-11385562.041310187,33061018240000
6111093.34827369,-11383778.59174819,33061018290000
6112927.952011293,-11383219.433945933,33061018580000
6110576.380821869,-11383817.553569967,33061018600000
6095853.057493018,-11384574.192148888,33061018610000
6186158.729331032,-11393817.717386398,33061019430000
6095717.312904938,-11377383.398321606,33061019630000
6198095.063522004,-11389810.32703733,33061019930000
6161633.522013799,-11415118.813269183,33061020170000
6166493.289092116,-11390782.48015043,33061020580000
6171609.274905722,-11413635.703693343,33061020880000
6117781.114606063,-11383244.592150854,33061020890000
6118886.253708037,-11379726.450963821,33061020940000
6118886.087110157,-11379749.271459436,33061020950000
6088896.7902182555,-11377448.631543212,33061021110000
6110800.573763323,-11373831.416009374,33061021190000
6095853.057493018,-11384596.901325012,33061021380000
6173799.617926525,-11377393.86235374,33061021400000
6173799.617926525,-11377416.794168845,33061021410000
6110483.84260761,-11385193.462476172,33061022480000
6110504.813410429,-11385202.479354925,33061022490000
6092275.566666445,-11386651.747805562,33061022810000
6127723.494662609,-11385317.583708407,33061022960000
6127723.494662609,-11385294.874532284,33061022970000
6110587.3656401895,-11373561.688883182,33061023140000
6103368.046918646,-11387156.359057328,33061023410000
6103368.046918646,-11387133.538561717,33061023420000
6099664.750582183,-11383145.629123537,33061023570000
6099710.296381096,-11383145.406484557,33061023580000
6099282.940008148,-11383379.288734714,33061023620000
6099305.711865058,-11383379.177415222,33061023630000
6107902.9944099365,-11387442.227509687,33061023640000
6107925.789142486,-11387442.338829177,33061023650000
6098623.413444217,-11384294.112310052,33061023890000
6098623.081034322,-11384271.40313393,33061023900000
6114184.984457871,-11379380.358666947,33061024130000
6141862.563832027,-11386122.868904805,33061024390000
6141908.334411138,-11386123.091543784,33061024400000
6107973.042649528,-11384423.910836319,33061024450000
6118050.306304161,-11380896.975409515,33061024500000
6090993.009529962,-11384336.636355536,33061024550000
6107973.042649528,-11384469.44050805,33061024580000
6107973.209035576,-11384492.149684174,33061024590000
6095660.157930526,-11379328.70642322,33061024850000
6110491.9979137285,-11379899.88673048,33061024880000
6110523.953473614,-11379899.998049969,33061024890000
6117760.459156591,-11380841.983581062,33061025140000
6125028.418783602,-11387875.14900938,33061025170000
6127495.023118348,-11386537.088730047,33061025220000
6127495.023118348,-11386569.037423903,33061025260000
6081622.183873323,-11377416.348890882,33061025600000
6110894.280492736,-11385304.11405002,33061025740000
6110878.302008235,-11385304.22536951,33061025750000
6137677.428337173,-11384553.932001565,33061025760000
6118088.120418974,-11383395.430060878,33061025770000
6118087.953836599,-11383411.348748062,33061025780000
6118087.787254238,-11383427.378754737,33061025790000
6113302.71154978,-11383058.243323265,33061025840000
6113270.74563721,-11383058.577281738,33061025850000
6120207.976575634,-11378149.165098773,33061025960000
6120207.976575634,-11378165.083785957,33061025970000
6120207.976575634,-11378181.11379263,33061025980000
6117871.899228006,-11388403.026034722,33061025990000
6117871.732649838,-11388371.188660355,33061026040000
6137704.9774042005,-11386898.654436143,33061026130000
6137681.936360255,-11386898.543116653,33061026140000
6113301.379634377,-11383449.865291877,33061026190000
6113269.413726769,-11383449.865291877,33061026200000
6088631.9972902415,-11380172.842121903,33061026260000
6115655.529999861,-11383472.351829017,33061026450000
6118938.898799704,-11379405.405552376,33061026680000
6118954.892309299,-11379405.516871866,33061026690000
6124043.176080271,-11381738.773398893,33061026710000
6124043.342778423,-11381761.593894504,33061026720000
6132980.356815814,-11384622.393488402,33061026840000
6132980.356815814,-11384599.572992789,33061026850000
6124992.574635146,-11380918.014793275,33061027160000
6124992.574635146,-11380872.485121539,33061027170000
6127380.622868253,-11385837.557049902,33061027270000
6127380.622868253,-11385860.377545513,33061027280000
6127380.622868253,-11385883.198041128,33061027290000
6086497.0183721185,-11385753.17687588,33061027500000
6086474.2804296315,-11385753.28819537,33061027510000
6138152.453457476,-11379790.45967103,33061027540000
6138175.328794818,-11379790.45967103,33061027550000
6138198.20419331,-11379790.45967103,33061027560000
6126695.587447546,-11386991.494891465,33061027570000
6126718.432195695,-11386991.828849936,33061027580000
6139910.526235043,-11387203.558521425,33061027600000
6139887.646258399,-11387203.447201936,33061027610000
6139864.766342944,-11387203.335882442,33061027620000
6122535.857294143,-11378273.508969989,33061027660000
6124043.176080271,-11381715.95290328,33061027960000
6103424.255423079,-11375113.37126535,33061028220000
6103424.255423079,-11375090.662089227,33061028230000
6103424.255423079,-11375067.841593616,33061028240000
6105829.093484207,-11374002.180108253,33061028250000
6105829.093484207,-11373979.470932128,33061028260000
6105829.259828693,-11373956.650436517,33061028270000
6132561.851620426,-11387551.877208117,33061028370000
6132561.851620426,-11387529.056712504,33061028380000
6112908.3071383955,-11379133.229397386,33061028390000
6112931.115172993,-11379133.118077893,33061028400000
6107687.362563169,-11375894.945410209,33061028440000
6107687.362563169,-11375872.236234087,33061028450000
6107687.528943676,-11375849.527057966,33061028460000
6100960.074262933,-11377629.080437787,33061028470000
6100960.074262933,-11377583.550766053,33061028480000
6102936.850128871,-11374660.523576802,33061028540000
6102936.683840418,-11374705.941929048,33061028550000
6102936.683840418,-11374683.232752925,33061028560000
6137484.253431121,-11375095.894105295,33061028570000
6137484.4203911275,-11375118.714600908,33061028580000
6125365.861280761,-11386904.554369155,33061028590000
6125297.3380382275,-11386903.663813228,33061028600000
6125328.515212014,-11375131.182383876,33061028640000
6125328.515212014,-11375108.473207753,33061028650000
6107304.695927345,-11373493.227396345,33061028660000
6107327.489070806,-11373492.782118382,33061028670000
6107350.282274796,-11373492.448159909,33061028680000
6105344.878337968,-11375925.558270177,33061028910000
6105376.6484017065,-11375957.284325054,33061028920000
6100894.571943235,-11374123.518353214,33061029110000
6100894.571943235,-11374077.988681482,33061029120000
6105137.294637645,-11383012.936290514,33061029140000
6105136.961975485,-11383058.465962246,33061029150000
6105429.70966041,-11378251.356391322,33061029190000
6105406.921556142,-11378251.24507183,33061029200000
6105257.053852111,-11373433.448829789,33061029210000
6105257.2201855155,-11373456.15800591,33061029220000
6100891.246965711,-11379000.313925378,33061029230000
6100868.470904289,-11379000.313925378,33061029240000
6112891.825457711,-11383816.44037506,33061029780000
6112907.807693059,-11383816.329055568,33061029790000
6112923.789958195,-11383816.106416585,33061029800000
6102893.282664383,-11377211.40970833,33061029810000
6102916.064097242,-11377211.632347312,33061029820000
6102938.845590554,-11377211.854986293,33061029830000
6102961.627144314,-11377212.077625277,33061029840000
6102984.408758525,-11377212.300264258,33061029850000
6110931.896625828,-11380198.779563257,33061029860000
6110909.093905993,-11380198.89088275,33061029870000
6112859.36163382,-11383220.658460334,33061029880000
6112882.336019556,-11383220.435821353,33061029890000
6112905.143985101,-11383220.21318237,33061029900000
6104500.270230518,-11374309.19926386,33061030030000
6106336.292812953,-11378762.758132026,33061030040000
6106352.262842313,-11378762.869451517,33061030050000
6106368.232901389,-11378762.869451517,33061030060000
6105725.295151379,-11378775.337234484,33061030070000
6105725.128808907,-11378798.157730097,33061030080000
6105724.9624664355,-11378820.86690622,33061030090000
6102933.025495272,-11378265.827925123,33061030420000
6102932.859206897,-11378288.537101248,33061030430000
6100960.074262933,-11377606.259942174,33061030440000
6111572.061947552,-11381238.280968286,33061030470000
6102933.191783654,-11378243.007429512,33061030500000
6100980.024307283,-11381543.519012041,33061030970000
6103346.927250259,-11377606.927859118,33061030980000
6103347.093546657,-11377584.218682997,33061030990000
6103347.259843055,-11377561.398187384,33061031000000
6105137.128306564,-11383035.645466635,33061031090000
6104078.496268812,-11382977.20273397,33061031100000
6104079.161511113,-11382999.911910089,33061031110000
6104079.660442868,-11383022.621086212,33061031120000
6093718.277750063,-11374445.120362118,33061031130000
6093695.520698654,-11374445.120362118,33061031140000
6094346.861298496,-11373945.295848455,33061031200000
6094369.620074921,-11373945.295848455,33061031210000
6094415.13780861,-11373945.295848455,33061031220000
6103400.641154502,-11377789.157865549,33061031310000
6103377.85843581,-11377789.046546055,33061031340000
6103355.0757775735,-11377788.935226565,33061031350000
6105147.607170924,-11380611.21827665,33061031440000
6105147.773502208,-11380588.397781035,33061031450000
6100964.895519406,-11381560.773533113,33061031460000
6100638.053708923,-11375884.036100112,33061031540000
6100528.66589149,-11378334.06677298,33061031550000
6100528.499649671,-11378311.357596857,33061031560000
6100526.172264482,-11377125.359741947,33061031630000
6100526.172264482,-11377170.889413683,33061031640000
6100526.172264482,-11377193.598589804,33061031650000
6100528.499649671,-11378288.648420738,33061031700000
6100524.177363395,-11379516.279765205,33061031750000
6100524.011121658,-11379538.988941327,33061031760000
6100524.011121658,-11379561.80943694,33061031770000
6100523.844879924,-11379584.518613061,33061031780000
6100463.333102837,-11380317.334820952,33061031800000
6100463.333102837,-11380294.625644831,33061031810000
6100463.499343399,-11380271.91646871,33061031820000
6112893.656753995,-11383220.32450186,33061031830000
6104268.5913528735,-11385430.906950032,33061032340000
6104245.806330741,-11385431.018269524,33061032350000
6104223.021369083,-11385431.018269524,33061032360000
6094392.378911626,-11373945.295848455,33061032420000
6105328.9101827955,-11385491.798711497,33061032430000
6105306.1223461265,-11385491.910030989,33061032440000
6105283.334569953,-11385492.021350479,33061032450000
6096239.866564598,-11372831.54434307,33061032460000
6096239.866564598,-11372808.835166948,33061032470000
6096239.700405759,-11372786.125990827,33061032480000
6096095.641902112,-11371977.835168175,33061032550000
6096095.641902112,-11371955.125992054,33061032560000
6098074.78842405,-11375815.908571746,33061032640000
6100517.361454842,-11382000.596841238,33061032720000
6100517.361454842,-11381977.887665117,33061032730000
6100517.361454842,-11381955.178488994,33061032740000
6096105.943583425,-11376861.977826731,33061032860000
6096105.943583425,-11376839.157331116,33061032870000
6096106.109739677,-11376816.448154995,33061032880000
6100518.192662915,-11382509.549553145,33061033190000
6100540.967795343,-11382509.438233655,33061033200000
6094014.955481775,-11373820.284060296,33061033310000
6093992.197644674,-11373820.284060296,33061033320000
6093969.439867845,-11373820.284060296,33061033330000
6096080.687870572,-11377778.137235958,33061033460000
6096080.687870572,-11377755.428059839,33061033470000
6096080.687870572,-11377732.718883714,33061033480000
6091420.618021446,-11376826.80086764,33061033840000
6091397.867053277,-11376826.80086764,33061033850000
6091375.116145331,-11376826.80086764,33061033860000
6091420.950152815,-11376258.848825613,33061033870000
6091443.86724821,-11376258.848825613,33061033880000
6095637.395735533,-11379329.708298635,33061033890000
6095682.920185819,-11379329.485659655,33061033900000
6147301.6226752335,-11382093.54861605,33061033980000
6091398.199183767,-11376258.848825613,33061033990000
6091348.3797538355,-11374286.82404621,33061034240000
6091338.415902498,-11374307.306832517,33061034250000
6095686.575444115,-11376987.434892856,33061034260000
6095686.575444115,-11376964.725716732,33061034270000
6095686.741592257,-11376919.307364488,33061034280000
6091374.617950939,-11377520.989212226,33061034330000
6091351.8671045285,-11377520.989212226,33061034340000
6110820.546692645,-11373008.43101394,33061034350000
6110820.213810108,-11373031.140190061,33061034360000
6110819.880927587,-11373053.960685674,33061034370000
6091329.11631834,-11377520.989212226,33061034510000
6091318.986425615,-11374348.161085635,33061034540000
6091283.614926615,-11377520.989212226,33061034690000
6107868.220080571,-11372216.170197964,33061034740000
6107870.71584114,-11372191.457271008,33061034750000
6107753.748642443,-11373210.25325075,33061034770000
6107753.9150242405,-11373255.67160299,33061034780000
6096083.6786747975,-11378710.10401288,33061034790000
6096083.6786747975,-11378732.813189002,33061034800000
6095727.4479836915,-11378322.712184919,33061034810000
6095727.4479836915,-11378345.42136104,33061034820000
6095727.281834763,-11378413.548889408,33061034830000
6113333.179171082,-11369342.902821098,33061034940000
6113310.370067357,-11369342.680182116,33061034950000
6113287.561024283,-11369342.457543137,33061034960000
6110859.826922624,-11371359.900674783,33061034970000
6110859.660480592,-11371382.609850904,33061034980000
6113350.16117091,-11368877.921308054,33061035080000
6113327.352022028,-11368877.698669072,33061035090000
6113304.542933796,-11368877.476030093,33061035100000
6113281.73390622,-11368877.809988564,33061035110000
6113316.530184283,-11373191.551576296,33061035120000
6113316.3636945775,-11373168.842400173,33061035130000
6113316.197204875,-11373146.02190456,33061035140000
6188387.413935262,-11391015.249205679,33061035490000
6188387.245976843,-11390992.317390576,33061035500000
6188412.607735421,-11390996.992809188,33061035510000
6188412.439776505,-11390974.060994085,33061035520000
6188426.380377675,-11392221.618527407,33061035530000
6188401.0185780935,-11392226.182626527,33061035540000
6087422.852232701,-11386716.090471242,33061035550000
6087400.111841898,-11386716.201790733,33061035560000
6087377.371511242,-11386716.313110223,33061035570000
6113993.171039995,-11376926.431811899,33061035830000
6113928.401679345,-11376930.773272041,33061035840000
6115334.289773595,-11375634.791760225,33061035960000
6115334.289773595,-11375612.082584104,33061035970000
6115334.289773595,-11375589.262088493,33061035980000
6115334.289773595,-11375566.441592878,33061035990000
6113372.970380452,-11368878.143947037,33061036060000
6110859.660480592,-11371405.430346517,33061036070000
6110859.826922624,-11371337.08017917,33061036130000
6113352.658526664,-11367684.35372777,33061036140000
6113329.849371136,-11367684.46504726,33061036150000
6113947.549382855,-11376920.086600926,33061036160000
6117653.851176339,-11374538.517414894,33061036180000
6132582.375919733,-11387184.411569009,33061036190000
6132582.375919733,-11387207.232064622,33061036200000
6132582.375919733,-11387230.052560234,33061036210000
6113882.780366715,-11376930.439313568,33061036220000
6103698.485031186,-11385843.01170495,33061036280000
6103675.701522097,-11385843.123024441,33061036290000
6098057.005648609,-11384394.077212784,33061036300000
6098053.681769428,-11384416.341110943,33061036310000
6098050.357891541,-11384439.050287066,33061036320000
6096142.165722248,-11384735.271452066,33061036380000
6096142.165722248,-11384758.09194768,33061036390000
6096142.165722248,-11384803.510299921,33061036400000
6105395.94336692,-11389791.402723897,33061036410000
6105395.94336692,-11389768.582228284,33061036420000
6105395.777030827,-11389745.873052163,33061036430000
6105395.777030827,-11389723.16387604,33061036440000
6103363.556906056,-11385805.942314517,33061036450000
6103363.556906056,-11385783.121818904,33061036460000
6103363.556906056,-11385760.412642783,33061036470000
6112054.298104711,-11370165.665177552,33061036510000
6112054.464569923,-11370120.024186326,33061036520000
6110891.783852571,-11370091.749035666,33061036570000
6110937.389260832,-11370091.526396682,33061036580000
6110935.558382108,-11370910.726529432,33061036590000
6110912.75565254,-11370910.837848922,33061036600000
6117745.134177848,-11374538.18345642,33061036640000
6117699.49255561,-11374538.406095402,33061036650000
6117676.671835602,-11374538.406095402,33061036660000
6132582.375919733,-11387161.591073396,33061036740000
6096221.921428624,-11384247.24680443,33061036800000
6096153.630559477,-11384247.24680443,33061036810000
6114517.171487887,-11386954.42550103,33061037130000
6114517.338000905,-11386999.955172766,33061037140000
6113434.572198389,-11386892.420544658,33061037150000
6113434.572198389,-11386869.711368537,33061037160000
6127422.980800226,-11380416.409167761,33061037190000
6127422.980800226,-11380393.588672146,33061037200000
6114517.338000905,-11386977.134677151,33061037210000
6096200.487009785,-11385991.511905668,33061037240000
6090893.209600214,-11386572.93360608,33061037390000
6090893.375655703,-11386618.351958325,33061037400000
6142308.08568143,-11386379.2376921,33061037620000
6142330.972132311,-11386379.126372611,33061037630000
6132586.881260308,-11380383.792556958,33061037640000
6142346.007060377,-11385232.75825642,33061037650000
6142322.953514816,-11385232.75825642,33061037660000
6098046.535433555,-11384457.084044572,33061037700000
6098521.36421087,-11383496.95343648,33061037740000
6127445.8274882855,-11381236.945134396,33061037770000
6127445.8274882855,-11381214.235958274,33061037780000
6127445.8274882855,-11381191.415462662,33061037790000
6128886.45924736,-11384148.840374567,33061037910000
6128886.125662531,-11384171.66087018,33061037920000
6133726.8086109795,-11386559.018669732,33061037950000
6133726.641724252,-11386536.19817412,33061037960000
6133726.641724252,-11386513.377678508,33061037970000
6131344.665100283,-11384143.163080536,33061037980000
6131321.808009264,-11384143.163080536,33061037990000
6132632.602258073,-11380383.792556958,33061038000000
6132564.020852987,-11380383.792556958,33061038010000
6132609.741728672,-11380383.792556958,33061038020000
6108379.533387631,-11386368.328382004,33061038190000
6096199.157745261,-11384247.24680443,33061038200000
6132196.093496688,-11379335.051634192,33061038260000
6132196.260353585,-11379357.872129805,33061038270000
6132196.260353585,-11379380.692625418,33061038280000
6171339.565469211,-11391836.119130787,33061038460000
6171362.529831205,-11391836.230450276,33061038470000
6096200.320851707,-11385946.093553426,33061038580000
6129666.749729237,-11379299.54071663,33061038590000
6129666.916536852,-11379322.361212244,33061038600000
6129667.0833444735,-11379345.181707855,33061038610000
6166092.739806686,-11411433.136248508,33061038720000
6166092.572286872,-11411410.204433404,33061038730000
6166094.079965342,-11411389.053730154,33061038740000
6166092.404767058,-11411364.340803197,33061038750000
6128886.626039783,-11384126.019878954,33061038760000
6124653.479738581,-11387840.639967237,33061038770000
6124676.319042162,-11387840.639967237,33061038780000
6124699.158406624,-11387840.639967237,33061038790000
6108377.370266842,-11386325.470378047,33061038800000
6098549.951170275,-11384249.02791628,33061038850000
6098549.618763226,-11384226.20742067,33061038860000
6098549.2863561865,-11384203.498244546,33061038870000
6127357.776354106,-11385179.770178804,33061038880000
6127357.776354106,-11385156.94968319,33061038890000
6127357.776354106,-11385134.129187578,33061038900000
6122369.523415847,-11386588.18437632,33061038990000
6122346.690259702,-11386588.295695812,33061039000000
6103664.392941501,-11385843.234343931,33061039010000
6103709.959960115,-11385843.01170495,33061039020000
6127883.595142437,-11384564.396033699,33061039030000
6127883.595142437,-11384541.575538086,33061039040000
6127883.595142437,-11384518.755042473,33061039050000
6127883.595142437,-11384587.21652931,33061039120000
6089104.645929202,-11383755.882572066,33061039130000
6089104.645929202,-11383733.173395945,33061039140000
6089104.479908258,-11383710.464219823,33061039150000
6141552.366032712,-11366775.875363406,33061039160000
6127859.246334852,-11382159.115796128,33061039250000
6127836.398544108,-11382159.004476637,33061039260000
6127813.5508143045,-11382158.893157147,33061039270000
6118222.553446268,-11374909.87923618,33061039300000
6118199.731333975,-11374909.767916689,33061039310000
6118176.909282437,-11374901.864232842,33061039320000
6119265.60547354,-11374936.929872442,33061039330000
6119265.60547354,-11374914.22069632,33061039340000
6123634.775347336,-11374956.410783332,33061039350000
6123634.775347336,-11374979.231278943,33061039360000
6123634.775347336,-11375002.051774556,33061039370000
6135048.152813269,-11379710.53227664,33061039420000
6135048.319725762,-11379733.352772253,33061039430000
6135048.319725762,-11379756.173267866,33061039440000
6139099.910948026,-11379251.5620161,33061039450000
6139099.576964974,-11379274.382511713,33061039460000
6139099.40997345,-11379297.203007322,33061039470000
6130262.607262516,-11383732.394159509,33061039480000
6130262.273624081,-11383755.214655122,33061039490000
6130262.106804866,-11383778.035150735,33061039500000
6130261.939985653,-11383800.855646348,33061039510000
6141364.114694399,-11379299.42939714,33061039520000
6141364.114694399,-11379322.249892753,33061039530000
6141364.28173013,-11379345.070388366,33061039540000
6136174.385475799,-11379333.827119796,33061039550000
6136197.255526543,-11379333.827119796,33061039560000
6136220.125638395,-11379333.827119796,33061039570000
6132554.1758788545,-11375208.88338845,33061039580000
6132531.315558857,-11375208.994707942,33061039590000
6149494.433144677,-11384541.352899104,33061039610000
6120891.660342323,-11374981.902946724,33061039620000
6120914.4896224495,-11374981.902946724,33061039630000
6120960.148365112,-11374982.014266213,33061039640000
6150090.50271705,-11384801.617868578,33061039670000
6150113.410006842,-11384801.617868578,33061039680000
6091369.636008621,-11381342.142053196,33061039830000
6091369.469943927,-11381319.432877075,33061039840000
6091369.469943927,-11381296.61238146,33061039850000
6120937.318963376,-11374981.902946724,33061039860000
6122922.871056361,-11387197.992546886,33061039870000
6122922.871056361,-11387175.172051273,33061039880000
6149543.755697425,-11388108.919940049,33061039890000
6149543.755697425,-11388131.740435658,33061039900000
6149543.755697425,-11388154.672250764,33061039910000
6149543.9228930045,-11388177.492746376,33061039920000
6151477.089574859,-11386410.518469013,33061039930000
6151476.922341461,-11386433.450284118,33061039940000
6151476.755108067,-11386456.270779729,33061039950000
6151476.587874677,-11386479.202594835,33061039960000
6139896.831643133,-11380238.29798249,33061039970000
6139896.831643133,-11380261.118478103,33061039980000
6139896.831643133,-11380283.938973716,33061039990000
6089826.203238186,-11383357.804072991,33061040090000
6089826.369273069,-11383380.51324911,33061040100000
6092275.732748647,-11386697.166157806,33061040280000
6092275.566666445,-11386674.456981685,33061040290000
6092275.068419859,-11386624.251891337,33061040300000
6171407.788243832,-11394712.614772886,33061040360000
6171407.788243832,-11394689.682957783,33061040370000
6171407.788243832,-11394735.54658799,33061040380000
6090852.526101077,-11386641.283773428,33061040390000
6090852.526101077,-11386663.992949551,33061040400000
6091301.54975299,-11385782.008623995,33061040430000
6149171.586445932,-11387449.351957098,33061041400000
6149171.586445932,-11387426.420141993,33061041410000
6149171.41925764,-11387403.59964638,33061041420000
6089826.369273069,-11383403.222425235,33061041540000
6134989.56672958,-11380228.835825773,33061041550000
6134989.56672958,-11380251.656321386,33061041560000
6127860.747286743,-11385874.626440335,33061041570000
6127837.899491993,-11385874.626440335,33061041580000
6127814.8849866325,-11385874.626440335,33061041590000
6091278.633037042,-11385782.008623995,33061041600000
6171312.7458546255,-11391836.34176977,33061041610000
6132248.486721697,-11388106.136952776,33061041650000
6132248.486721697,-11388087.880556287,33061041660000
6132248.486721697,-11388122.055639962,33061041670000
6132248.486721697,-11388144.876135573,33061041680000
6132248.486721697,-11388167.696631188,33061041690000
6132248.486721697,-11388190.517126799,33061041700000
6134708.158822249,-11386556.792279918,33061041750000
6134707.991916392,-11386533.971784303,33061041760000
6134707.991916392,-11386511.151288692,33061041770000
6134707.825010535,-11386488.330793079,33061041780000
6134707.825010535,-11386465.510297466,33061041790000
6134707.658104681,-11386442.689801853,33061041800000
6127780.696886302,-11385125.89154526,33061041840000
6127780.696886302,-11385103.071049647,33061041850000
6127780.696886302,-11385080.250554034,33061041860000
6134989.399818237,-11380206.01533016,33061041870000
6166449.564479456,-11412753.94200677,33061041880000
6166449.564479456,-11412776.873821873,33061041890000
6166449.732006281,-11412799.805636976,33061041900000
6166138.137798315,-11413961.090564933,33061041910000
6166138.137798315,-11413938.158749828,33061041920000
6166137.970277606,-11413915.226934725,33061041930000
6166189.064246034,-11415277.777502036,33061041940000
6166167.78901546,-11415323.529812751,33061041950000
6166145.5087127285,-11415369.393442957,33061041960000
6117575.561785001,-11379232.192424702,33061042100000
6141913.011710388,-11379082.467709584,33061042570000
6141912.844663941,-11379059.53589448,33061042580000
6141912.844663941,-11379036.715398869,33061042830000
6141912.677617499,-11379013.894903256,33061042840000
6135064.677165779,-11382128.836894633,33061044030000
6135018.943177263,-11382128.836894633,33061044040000
6171407.788243832,-11394666.751142679,33061044350000
6091367.809297161,-11385776.99924691,33061046030000
6091345.058468773,-11385776.99924691,33061046040000
6091254.055757409,-11385776.99924691,33061046050000
6089646.887437213,-11386653.751556398,33061046520000
6089647.0534686325,-11386676.46073252,33061046530000
6089647.0534686325,-11386699.16990864,33061046540000
6089647.219500056,-11386721.879084764,33061046550000
6089647.219500056,-11386744.588260883,33061046560000
6164699.0886952095,-11415449.320837349,33061901420000
6181574.218386079,-11393850.556636183,33061901800000
6127757.348993756,-11383806.866898851,33061903610000
6137694.124730845,-11379342.398720585,33061903620000
6129833.558969903,-11378467.20488397,33061903650000
6109486.956432695,-11385771.210633388,33061903700000
6114234.270542703,-11378456.295573872,33061903720000
6165008.955388188,-11413037.806708293,33061904000000
6197196.51715754,-11393577.93520323,33061991860000
6092249.823963899,-11384323.945933586,33061991880000
6211896.574644345,-11301654.752485776,33075003250000
6193564.289847001,-11311849.391452625,33075011130000
6210730.829647748,-11325833.345886076,33075012370000
6211883.437649942,-11325529.33235672,33075012480000
6216030.346762941,-11312455.860038467,33075012490000
6197780.965047969,-11258671.06882526,33075012520000
5926888.230498,-11479014.865150632,33089004020000
6150270.251348044,-11320345.962906912,33101001520000
6151470.901941377,-11327520.058810575,33101004290000
6199266.309134071,-11468505.525983311,33105006850000
6198617.353566624,-11467294.25860399,33105011690000
6197950.960159692,-11469031.287938327,33105013050000
